"Title","Description","Link","Hackathon"
"Buckslinger","A secure AI-powered healthcare assistant offering encrypted consultations, prescription interpretation, and brain scan analysis.","https://ethglobal.b-cdn.net/projects/rfdjp/banner/default.jpg","ETHONLINE 2024"
"Lemon Integrations","International directory for vendors to list their business that has been KYB using Kinto.","https://ethglobal.b-cdn.net/projects/iz53s/banner/default.jpg","ETHONLINE 2024"
"ZeroPoll","Collective ownership of planes, trains and automobiles. Share the costs associated with your asset as well as distribute the profits in proportion to your token balance","https://ethglobal.b-cdn.net/projects/t0und/banner/default.jpg","ETHONLINE 2024"
"Pocket Ramp","OmniAccounts are omnichain ERC-6551 token bound accounts | Powered by LayerZero","https://ethglobal.b-cdn.net/projects/8dxks/banner/default.jpg","ETHONLINE 2024"
"SkillSet","This is a fork of the rust sdk of the blockless protocol. With the implementation of new native features that are missing in the sdk which streamline the development process for the rust devs on the blockless network.","https://ethglobal.b-cdn.net/projects/woqjg/banner/default.jpg","ETHONLINE 2024"
"Meme Coin Launcher","Ceremonia is a user-friendly GUI that simplifies validator key creation and DKG ceremonies, making cryptographic processes accessible without needing command-line skills.","https://ethglobal.b-cdn.net/projects/rgi6b/banner/default.jpg","ETHONLINE 2024"
"TRANSPORTER MULTI","The project aims to allow users to upload their art (drawings, music, etc) and have copyrights to said piece of art entirely in the blockchain.","https://ethglobal.b-cdn.net/projects/nzuhj/banner/default.jpg","ETHONLINE 2024"
"Build In Public","Wisd is a social-focused hybrid platform using AI and Web3 to offer personalized content recommendations. It bridges creators and users, bypassing traditional algorithms to deliver true, interest-based connections in education and entertainment.","https://ethglobal.b-cdn.net/projects/8jt81/banner/default.jpg","ETHONLINE 2024"
"ChilizNexus","the great vote app is focus on electrion security, transparency, accuracy and anonymity, also motivate people to vote their best leaders","https://ethglobal.b-cdn.net/projects/rrbyj/banner/default.jpg","ETHONLINE 2024"
"Crossflow","A terminal UI analytics tool for on-chain data for Ethereum and EVM compatible chains.","https://ethglobal.b-cdn.net/projects/dshua/banner/default.jpg","ETHONLINE 2024"
"TokenTwist","A marketplace for marketing verified content using Chainlink functions and Sign Protocol","https://ethglobal.b-cdn.net/projects/00ws3/banner/default.jpg","ETHONLINE 2024"
"pong","The SSV Validator Cluster Advisor is a web-based application designed to assist users in optimizing their selection of operators for creating Ethereum (ETH) validators using the Secret Shared Validators (SSV) Distributed Validator Technology (DVT).","https://ethglobal.b-cdn.net/projects/5v2p1/banner/default.jpg","ETHONLINE 2024"
"The Wanderer","AI Powered Meme Coin Launchpad - AI Generates the images and some metadata","https://ethglobal.b-cdn.net/projects/arra0/banner/default.jpg","ETHONLINE 2024"
"SpellForge","Decentrix is a pool of multi chains AI agents that will help developers to build on any chain using natural language and minimal coding.","https://ethglobal.b-cdn.net/projects/73f74/banner/default.jpg","ETHONLINE 2024"
"DIMOverse","Easy3 is a versatile platform designed to simplify the creation and management of tokens. It supports the deployment of ONFT721 and OFT smart contracts","https://ethglobal.b-cdn.net/projects/403ek/banner/default.jpg","ETHONLINE 2024"
"Galadriel Enigma","A decentralized compliance and audit trail system allows users to upload documents and manage attestations with the Sign Protocol. XMTP handles secure communication for approvals or rejections, while a MessageKit bot streamlines interactions.","https://ethglobal.b-cdn.net/projects/asm5d/banner/default.jpg","ETHONLINE 2024"
"Crystalrohr","Ready to take your gaming to the next level? Imagine betting against somebody else on the outcome of your next match 💰🔮 - MakeMegaMonkeMoney is there to make that happen and give you a thrill while gaming you did not know existed! #MakeMegaMonkeMoney📈🚀","https://ethglobal.b-cdn.net/projects/hb6v4/banner/default.jpg","ETHONLINE 2024"
"SprkFest","Coinpedia is a permissionless, onchain store for ERC-20 token metadata, allowing updates to logos, descriptions, and links by coin owners, offchain APIs or other users.","https://ethglobal.b-cdn.net/projects/iyqm8/banner/default.jpg","ETHONLINE 2024"
"Porter","App which prove your relationship with your partner or a contract.","https://ethglobal.b-cdn.net/projects/wxq6o/banner/default.jpg","ETHONLINE 2024"
"Nakama","StealthScape is a multi-chain Layer solution that combines zk proofs and ring confidential transactions to ensure private, compliant blockchain interactions. It enables secure, confidential transactions across multiple blockchains without compromising privacy or compliance.","https://ethglobal.b-cdn.net/projects/ybnrx/banner/default.jpg","ETHONLINE 2024"
"AO-Database","A cross-chain system revolutionising online access and payments for creators.","https://ethglobal.b-cdn.net/projects/96x8j/banner/default.jpg","ETHONLINE 2024"
"Only-FHE","Create provably fair onchain lotteries to fund public goods projects","https://ethglobal.b-cdn.net/projects/oofhj/banner/default.jpg","ETHONLINE 2024"
"BlockGood","Aureus is a decentralized platform that enables users to tokenize real-world assets like gold, silver, and forex assets and bridge them over multiple chains.","https://ethglobal.b-cdn.net/projects/ettje/banner/default.jpg","ETHONLINE 2024"
"Sign up to get the latest news and updates on ETHGlobal","TimeSafe is a blockchain-based platform that allows individuals to create & store digital time capsules which can include msgs, photos, documents etc. & are locked for a specified period.It ensures that only the intended recipients can open the capsule when the time is right.","https://ethglobal.b-cdn.net/projects/1kmvk/banner/default.jpg","ETHONLINE 2024"
"BlockGood","on-chain AR scavenger hunt where users engage at live events, earning tokens and rewards for every interaction. It's a fusion of decentralized tech and gamified experiences, bringing the physical and digital worlds together in a unique, rewarding adventure","https://ethglobal.b-cdn.net/projects/jxyiz/banner/default.jpg","ETHONLINE 2024"
"Documed","Let 830 million people buy your Amazon products with crypto, connect your Amazon seller account and start accepting crypto payments in a few clicks","https://ethglobal.b-cdn.net/projects/p9u5z/banner/default.jpg","ETHONLINE 2024"
"Kindex Directory","Empowering investments through tokenization of Real World Assets.","https://ethglobal.b-cdn.net/projects/zg3r0/banner/default.jpg","ETHONLINE 2024"
"AUTO DAO","A universal bot that allows users to manage and query omnichain activities powered with AI capabilities.","https://ethglobal.b-cdn.net/projects/ho2tj/banner/default.jpg","ETHONLINE 2024"
"OmniAccounts","A platform to connect users with one another who want to exchange crypto and/or fiat","https://ethglobal.b-cdn.net/projects/g3wv9/banner/default.jpg","ETHONLINE 2024"
"sdk-rust","PRVT Chat App is a secure, blockchain-integrated communication platform that offers features like club creation, NFT integration, and decentralized messaging.","https://ethglobal.b-cdn.net/projects/ao0ze/banner/default.jpg","ETHONLINE 2024"
"Ceremonia","Reveal your destiny with Airdrop Oracle! Get your daily fortune in Love, Money, and Health, and claim onchain rewards if luck smiles upon you. Every day brings a gm with fresh readings and new opportunities, with rewards delivered straight to your wallet via smart contracts.","https://ethglobal.b-cdn.net/projects/bcq3d/banner/default.jpg","ETHONLINE 2024"
"ImmutableInk","Fan Token Zone is a social wallet holding your Chiliz fan tokens allowing anyone to make predictions of their team against their rivals.","https://ethglobal.b-cdn.net/projects/wp4sz/banner/default.jpg","ETHONLINE 2024"
"Wisd","Fan Token Zone is a social wallet holding your Chiliz fan tokens allowing anyone to make predictions of their team against their rivals.","https://ethglobal.b-cdn.net/projects/wp4sz/banner/default.jpg","ETHONLINE 2024"
"the great vote","Fugazi is the first fully on-chain dark pool built on Fhenix.","https://ethglobal.b-cdn.net/projects/nxpt2/banner/default.jpg","ETHONLINE 2024"
"Hypertui","Grail Market is a decentralized, cross-chain prediction platform built on an EVM-compatible blockchain. It offers a wide range of prediction markets, including Forex, Crypto, Stocks, and more.","https://ethglobal.b-cdn.net/projects/53egz/banner/default.jpg","ETHONLINE 2024"
"cario","TornadoCodes: Secure, Configurable Access-Management Without the Hassle of Wallet Addresses","https://ethglobal.b-cdn.net/projects/yretq/banner/default.jpg","ETHONLINE 2024"
"DiverseStake","Payzapp is a merchant onboarding and one stop defi platform for new generation crypto needs built on kinto blockchain","https://ethglobal.b-cdn.net/projects/485ci/banner/default.jpg","ETHONLINE 2024"
"PumpAI","ChainVerse_314 is a decentralized social media application that merges blockchain technology with AI-driven conversations. Built on Galadriel testnet, this platform transports you into a realm where everyone you meet, except you, is an intelligent AI companion.","https://ethglobal.b-cdn.net/projects/n4hhx/banner/default.jpg","ETHONLINE 2024"
"Decentrix.ai","A platform that connects freelancers with companies through competitions, allowing businesses to access a wide range of talent while helping freelancers build their portfolios and secure their first clients.","https://ethglobal.b-cdn.net/projects/bguv7/banner/default.jpg","ETHONLINE 2024"
"Easy3","A toolkit for creating and monetizing engaging AI-powered onchain experiences.","https://ethglobal.b-cdn.net/projects/6c17d/banner/default.jpg","ETHONLINE 2024"
"SecureSignX","A DeFi platform enabling users to lend and borrow assets seamlessly across multiple blockchains, leveraging cross-chain interoperability for a decentralized, efficient financial ecosystem.","https://ethglobal.b-cdn.net/projects/u692v/banner/default.jpg","ETHONLINE 2024"
"MakeMegaMonkeMoney","Bet on what goes viral! - Prediction Market for X, Youtube, and Farcaster","https://ethglobal.b-cdn.net/projects/b65bf/banner/default.jpg","ETHONLINE 2024"
"Coinpedia","ZK dapp for managing and sharing health records securely using Mina and Protokit. This application ensures that health records are accessed and shared only with authorized parties, leveraging zero-knowledge proofs for privacy.","https://ethglobal.b-cdn.net/projects/ag46e/banner/default.jpg","ETHONLINE 2024"
"PartnerProof","I’m building Zero-to-Hero, a waste management platform that uses AI to track waste collection. Users input waste collected, earn tokens, and share locations for pickup. The system uses XMTP for alerts, Chainlink for price feeds, and web3 auth for secure access.","https://ethglobal.b-cdn.net/projects/tarf0/banner/default.jpg","ETHONLINE 2024"
"StealthScape","An XMTP AI Agent that allows the user to perform transactions (such as swap, bridge, ENS registration and many more) and request web3 info by prompting in natural language using Brian API.","https://ethglobal.b-cdn.net/projects/1181m/banner/default.jpg","ETHONLINE 2024"
"Marble","Fan Club is a decentralized platform where fans can create, buy, and sell shares in fan clubs for teams like City, PSG, and ARS.","https://ethglobal.b-cdn.net/projects/em398/banner/default.jpg","ETHONLINE 2024"
"Public Goods Lottery","Decentralised insurance protocol for crypto investors to safeguard them against any blackswan events or hacks.","https://ethglobal.b-cdn.net/projects/femfi/banner/default.jpg","ETHONLINE 2024"
"Aureus","OmniVote is a decentralized voting platform that allows users to participate in governance decisions across multiple blockchain networks securely and efficiently.","https://ethglobal.b-cdn.net/projects/4r0jb/banner/default.jpg","ETHONLINE 2024"
